,sofifa_id,short_name,short_name,long_name,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,club_name,nationality_id,nationality_name
7149,214575,L. Payares,L. Payares,Luis Miguel Payares Blanco,475000.0,9000.0,24,185,78,101102.0,Deportivo Cali,56,Colombia
7150,214608,A. Bernal,A. Bernal,Alejandro Bernal Ríos,500000.0,10000.0,26,184,80,101100.0,Atlético Nacional,56,Colombia
7151,214622,J. Toljan,J. Toljan,Jeremy Toljan,325000.0,4000.0,19,182,76,10029.0,TSG Hoffenheim,21,Germany
7152,214668,L. Barrera,L. Barrera,Leandro Iván Barrera,500000.0,5000.0,23,173,77,111070.0,Chivas USA,52,Argentina
7153,214684,S. Jaime,S. Jaime,Sebastián Óscar Jaime,600000.0,7000.0,27,179,71,111065.0,Real Salt Lake,52,Argentina
7162,214878,João Afonso,João Afonso,João Miguel Duarte Afonso,300000.0,5000.0,32,192,87,1889.0,Belenenses SAD,38,Portugal
7163,214907,F. Bahlouli,F. Bahlouli,Farès Bahlouli,450000.0,8000.0,19,181,78,66.0,Olympique Lyonnais,18,France
7165,214947,J. Gbamin,J. Gbamin,Jean-Philippe Gbamin,325000.0,2000.0,18,186,83,64.0,Racing Club de Lens,18,France
7166,214971,F. Pizzini,F. Pizzini,Francisco Andrés Pizzini,500000.0,8000.0,20,179,79,110093.0,Club Atlético Independiente,52,Argentina
7167,214972,F. Bravo,F. Bravo,Federico Bravo,425000.0,7000.0,20,185,82,1877.0,Boca Juniors,52,Argentina
7168,214986,F. Meza,F. Meza,Fernando Nicolás Meza,475000.0,5000.0,24,176,64,112586.0,Deportivo San Marcos de Arica,52,Argentina
7169,215054,V. Cuesta,V. Cuesta,Víctor Leandro Cuesta,500000.0,9000.0,25,187,80,110093.0,Club Atlético Independiente,52,Argentina
7170,215072,C. Díaz,C. Díaz,Cristian Hernán Díaz,500000.0,9000.0,25,167,63,110396.0,Newell's Old Boys,52,Argentina
7171,215078,M. Pérez,M. Pérez,Marcos Leonel Pérez,350000.0,8000.0,21,174,69,110396.0,Newell's Old Boys,52,Argentina
7173,215113,N. Bertocchi,N. Bertocchi,Miguel Nicolás Bertochi,575000.0,2000.0,25,190,78,111710.0,Defensa y Justicia,52,Argentina
7174,215143,J. Sills,J. Sills,Juan Ignacio Sills,475000.0,2000.0,27,180,76,110398.0,Club Olimpo,52,Argentina
7175,215166,D. Ferreira,D. Ferreira,Diego Ismael Ferreira Villa,475000.0,5000.0,29,182,85,112533.0,CD Antofagasta,60,Uruguay
7176,215178,E. Godoy,E. Godoy,Erik Fernando Godoy,375000.0,4000.0,20,185,79,111715.0,Club Atlético Tigre,52,Argentina
7177,215179,F. Razzotti,F. Razzotti,Franco Razzotti,375000.0,8000.0,29,180,77,101104.0,Club Independiente Santa Fe,52,Argentina
7178,215208,E. Isnaldo,E. Isnaldo,Eugenio Horacio Isnaldo,425000.0,8000.0,20,180,72,110396.0,Newell's Old Boys,52,Argentina
7179,215216,A. Niz,A. Niz,Alexis Jorge Niz,525000.0,2000.0,26,179,70,110392.0,Atlético de Rafaela,52,Argentina
7180,215220,E. Trípodi,E. Trípodi,Emanuel Trípodi,375000.0,7000.0,33,189,90,1877.0,Boca Juniors,52,Argentina
7181,215230,S. Martínez,S. Martínez,Sebastián Rodrigo Martínez Aguirre,325000.0,5000.0,31,187,91,110554.0,Quilmes Atlético Club,60,Uruguay
7182,215233,E. Goñi,E. Goñi,Ernesto Goñi Ameijenda,400000.0,8000.0,29,186,80,101083.0,Estudiantes de La Plata,60,Uruguay
7183,215245,A. Hunou,A. Hunou,Adrien Hunou,425000.0,4000.0,20,178,66,74.0,Stade Rennais FC,18,France
7184,215259,E. Rígoni,E. Rígoni,Emiliano Ariel Rigoni,425000.0,2000.0,21,180,70,111022.0,Belgrano de Córdoba,52,Argentina
7185,215270,L. Zelarrayán,L. Zelarrayán,Lucas Manuel Zelarayán,425000.0,2000.0,22,172,70,111022.0,Belgrano de Córdoba,52,Argentina
7186,215296,L. Pérez Godoy,L. Pérez Godoy,Lucas Emmanuel Pérez Godoy,425000.0,5000.0,21,181,72,110554.0,Quilmes Atlético Club,52,Argentina
7187,215391,I. Seck,I. Seck,Ibrahima Khaliloulah Seck,450000.0,2000.0,24,192,82,1812.0,US Créteil-Lusitanos,136,Senegal
7188,215500,Roberto,Roberto,Roberto Gutiérrez Díaz,425000.0,5000.0,23,183,79,260.0,CD Tenerife,45,Spain
7189,215592,W. Droste,W. Droste,Wout Droste,500000.0,5000.0,25,180,73,647.0,SC Cambuur,34,Netherlands
7190,215609,M. Barto,M. Barto,Martijn Barto,525000.0,6000.0,29,185,80,647.0,SC Cambuur,34,Netherlands
7191,215644,Burgui,Burgui,Jorge Franco Alviz,425000.0,7000.0,20,184,71,243.0,Real Madrid CF,45,Spain
7192,215650,L. Bijker,L. Bijker,Lucas Bijker,375000.0,5000.0,21,175,74,647.0,SC Cambuur,34,Netherlands
7193,215665,Filipe Ferreira,Filipe Ferreira,Filipe Miguel Neves Ferreira,425000.0,5000.0,23,178,70,1889.0,Belenenses SAD,38,Portugal
7195,215965,C. Strandberg,C. Strandberg,Sergio Carlos Strandberg,425000.0,2000.0,18,185,85,711.0,BK Häcken,46,Sweden
7196,215987,F. Oreja,F. Oreja,Facundo Julián Oreja,300000.0,5000.0,32,169,73,101084.0,Gimnasia y Esgrima La Plata,52,Argentina
7197,216019,D. Musto,D. Musto,Damián Marcelo Musto,550000.0,7000.0,27,183,81,110580.0,Rosario Central,52,Argentina
7198,216021,A. Machuca,A. Machuca,Alexis Maximiliano Machuca,475000.0,2000.0,24,176,74,112534.0,CD Universidad de Concepción,52,Argentina
7199,216097,Idris,Idris,Idrissa Mandiang,375000.0,5000.0,29,189,80,1898.0,Boavista FC,136,Senegal
7202,216271,J. van Aken,J. van Aken,Joost van Aken,375000.0,4000.0,20,194,75,1913.0,SC Heerenveen,34,Netherlands
7204,216283,Danilo Soares,Danilo Soares,Danilo Teodoro Soares,375000.0,5000.0,22,170,72,111239.0,FC Ingolstadt 04,54,Brazil
7205,216334,P. Gerkens,P. Gerkens,Pieter Gerkens,400000.0,6000.0,19,180,63,673.0,KRC Genk,7,Belgium
7206,216377,S. Kutschke,S. Kutschke,Stefan Kutschke,625000.0,6000.0,25,194,89,10030.0,SC Paderborn 07,21,Germany
7207,216440,Hugo Sousa,Hugo Sousa,Hugo Filipe Gonçalves Martins de Sousa,375000.0,5000.0,22,184,76,110913.0,Waasland-Beveren,38,Portugal
7208,216688,O. Mudrinski,O. Mudrinski,Ognjen Mudrinski,500000.0,5000.0,22,186,86,434.0,FC Aarau,51,Serbia
7209,216701,H. Menosse,H. Menosse,Jorge Hernán Menosse Acosta,475000.0,7000.0,27,187,76,571.0,RC Recreativo de Huelva,60,Uruguay
7211,216816,G. Simeone,G. Simeone,Giovanni Pablo Simeone,425000.0,5000.0,18,189,77,1876.0,River Plate,52,Argentina
7212,216836,Álvaro Peña,Álvaro Peña,Álvaro Peña Herrero,500000.0,2000.0,22,178,69,110831.0,CD Lugo,45,Spain
7213,217544,Rafa,Rafa,Abílio Rafael Barbosa de Sousa,500000.0,7000.0,26,186,78,100741.0,FC Penafiel,38,Portugal
7215,217809,P. Vegetti,P. Vegetti,Pablo Ezequiel Vegetti Pfaffen,625000.0,6000.0,25,187,81,101084.0,Gimnasia y Esgrima La Plata,52,Argentina
7216,218345,J. Zacaría,J. Zacaría,Jonathan Fabián Zacaría,550000.0,5000.0,24,172,72,110554.0,Quilmes Atlético Club,52,Argentina
7217,218671,Cidoncha,Cidoncha,Sergio Cidoncha Fernández,500000.0,5000.0,23,185,75,1854.0,Albacete BP,45,Spain
7218,218727,F. Córdoba,F. Córdoba,Francisco Antonio Córdoba Escarpeta,500000.0,5000.0,25,171,75,112523.0,La Equidad,56,Colombia
7220,218976,M. Caicedo,M. Caicedo,Marcos Jackson Caicedo Caicedo,425000.0,5000.0,22,178,72,110781.0,Club León,57,Ecuador
7221,218981,H. Palacios,H. Palacios,Helibelton Palacios Zapata,375000.0,8000.0,21,177,75,101102.0,Deportivo Cali,56,Colombia
7222,219184,J. Vergara,J. Vergara,Jherson Vergara Amú,375000.0,2000.0,20,190,83,2038.0,Avellino,56,Colombia
7224,219496,Simy,Simy,Simeon Tochukwu Nwankwo,500000.0,5000.0,22,195,80,1888.0,Gil Vicente FC,133,Nigeria
7225,219510,E. Ofori,E. Ofori,Ebenezer Ofori,375000.0,5000.0,18,179,69,433.0,AIK,117,Ghana
7226,219520,W. Acuña,W. Acuña,Walter Rubén Acuña,500000.0,5000.0,22,177,70,110580.0,Rosario Central,52,Argentina
7227,219576,R. Battaglia,R. Battaglia,Rodrigo Andrés Battaglia,425000.0,5000.0,22,187,74,1900.0,Moreirense FC,52,Argentina
7228,219625,F. Cardozo,F. Cardozo,Facundo Omar Cardozo,325000.0,7000.0,19,178,75,101088.0,Vélez Sarsfield,52,Argentina
7229,219654,Kiu,Kiu,Young Gyu Kim,450000.0,5000.0,19,166,60,1861.0,Unión Deportiva Almería,167,South Korea
7230,219904,J. Agudelo,J. Agudelo,Jhonatan Alexander Agudelo Velásquez,500000.0,8000.0,21,176,74,101105.0,Millonarios FC,56,Colombia
7231,219917,J. Ramírez,J. Ramírez,Jorge Andrés Ramírez Frostte,575000.0,7000.0,28,180,71,111723.0,Deportivo Pasto,60,Uruguay
7232,219918,O. Cabral,O. Cabral,Osvaldo Ramón Cabral,525000.0,5000.0,29,186,77,112578.0,Rionegro Águilas,52,Argentina
7233,220093,H. Hateboer,H. Hateboer,Hans Hateboer,375000.0,4000.0,20,187,74,1915.0,FC Groningen,34,Netherlands
7235,220357,J. Bajandouh,J. Bajandouh,Jamal Bajandouh,350000.0,8000.0,21,174,74,607.0,Al Ittihad,183,Saudi Arabia
7236,220429,G. Campi,G. Campi,Gastón Matías Campi,400000.0,9000.0,23,192,86,101085.0,Racing Club,52,Argentina
7237,220523,Y. Mina,Y. Mina,Yerry Fernando Mina González,325000.0,7000.0,19,189,72,101104.0,Club Independiente Santa Fe,56,Colombia
7238,220604,Jaume,Jaume,Jaume Doménech Sánchez,425000.0,7000.0,23,185,79,461.0,Valencia CF,45,Spain
7240,220715,E. Ponce,E. Ponce,Ezequiel Ponce Martínez,425000.0,5000.0,17,177,70,110396.0,Newell's Old Boys,52,Argentina
7241,220895,A. Al Sulaiheem,A. Al Sulaiheem,Abdulmajeed Mohammed Al-Sulaiheem,425000.0,7000.0,20,165,60,111674.0,Al Shabab,183,Saudi Arabia
7242,221306,M. Barrios,M. Barrios,Michael David Barrios Puerta,550000.0,2000.0,23,162,62,112830.0,Uniautónoma FC,56,Colombia
7243,221312,A. Pérez,A. Pérez,Alexis Rafael Pérez Fontanilla,375000.0,2000.0,20,182,76,112830.0,Uniautónoma FC,56,Colombia
7244,221314,J. Méndez,J. Méndez,John Edinson Méndez Bettin,575000.0,3000.0,28,171,67,112830.0,Uniautónoma FC,56,Colombia
7245,221383,Ryu Seung Woo,Ryu Seung Woo,류승우 柳承佑,500000.0,5000.0,20,172,67,110500.0,Eintracht Braunschweig,167,South Korea
7246,221503,H. Shipp,H. Shipp,Harry Shipp,425000.0,5000.0,22,175,65,693.0,Chicago Fire Football Club,95,United States
7247,221582,J. Palacios,J. Palacios,Jeisson Andrés Palacios Palacios,475000.0,2000.0,24,180,72,112834.0,Fortaleza CEIF,56,Colombia
7248,221657,T. Akindele,T. Akindele,Tesho Akindele,500000.0,5000.0,22,185,77,695.0,FC Dallas,70,Canada
7249,221665,R. Lindkvist,R. Lindkvist,Per Rasmus Lindkvist,550000.0,9000.0,24,182,73,920.0,Vålerenga Fotball,46,Sweden
7250,221671,Lee Jae Sung,Lee Jae Sung,이재성 李在成,425000.0,7000.0,21,180,70,1477.0,Jeonbuk Hyundai Motors,167,South Korea
7251,222513,R. Aarons,R. Aarons,Rolando Aarons,375000.0,2000.0,18,175,67,13.0,Newcastle United,14,England
7253,223064,F. Noguera,F. Noguera,Fabián Ariel Noguera,375000.0,5000.0,21,192,97,110404.0,Club Atlético Banfield,52,Argentina
7254,223071,F. Pellegrino,F. Pellegrino,Fernando Diego Pellegrino,500000.0,2000.0,28,198,96,111710.0,Defensa y Justicia,52,Argentina
7256,223247,N. Acevedo,N. Acevedo,Nelson Fernando Acevedo,575000.0,9000.0,25,179,77,101085.0,Racing Club,52,Argentina
7257,223340,Julián,Julián,Julián Montenegro,575000.0,5000.0,25,182,70,1898.0,Boavista FC,52,Argentina
7258,223487,A. Kutyin,A. Kutyin,Aleksandr Kutjin,575000.0,4000.0,28,188,80,110756.0,Arsenal Tula,40,Russia
7260,223601,P. López,P. López,Pablo Darío López,425000.0,6000.0,32,167,70,101097.0,Audax Italiano,52,Argentina
7262,223666,S. Bačelić-Grgić,S. Bačelić-Grgić,Stipe Bačelić-Grgić,625000.0,7000.0,26,187,80,1750.0,KSV Cercle Brugge,10,Croatia
7263,223802,Nelsinho,Nelsinho,Nélson Barbosa Conceição,525000.0,4000.0,26,176,67,112513.0,FC Arouca,54,Brazil
7264,223843,D. Frascarelli,D. Frascarelli,Damián Andrés Frascarelli Gutiérrez,525000.0,5000.0,29,189,82,112585.0,Deportivo Ñublense,60,Uruguay
7265,223862,Vasco Rocha,Vasco Rocha,Vasco André Moreira da Rocha,625000.0,6000.0,25,182,70,1892.0,FC Paços de Ferreira,38,Portugal
7266,223863,F. Knežević,F. Knežević,Filip Knežević,500000.0,5000.0,22,180,75,1887.0,Vitória de Guimarães,51,Serbia
7267,223875,Y. Bammou,Y. Bammou,Yacine Bammou,500000.0,5000.0,22,188,78,71.0,FC Nantes,18,France
7269,223954,L. Ezquerra,L. Ezquerra,Leandro Ezquerra de León,500000.0,7000.0,28,177,68,111327.0,CD Huachipato,60,Uruguay
7270,224061,W. Mimbela,W. Mimbela,Willyan Junior Mimbela Cáceres,500000.0,5000.0,22,170,62,1891.0,CD Nacional,59,Peru
7271,224077,Luís Aurélio,Luís Aurélio,Luís Miguel Coimbra Aurélio,575000.0,5000.0,25,179,70,1900.0,Moreirense FC,38,Portugal
7273,224148,R. Murić,R. Murić,Robert Murić,425000.0,5000.0,18,179,70,245.0,Ajax,10,Croatia
7274,224201,R. Aguirre,R. Aguirre,Rodrigo Sebastián Aguirre Soto,450000.0,5000.0,19,186,77,1746.0,Empoli,60,Uruguay
7275,224329,M. Carrasco,M. Carrasco,Mauricio Nicolás Carrasco,625000.0,10000.0,26,173,71,101083.0,Estudiantes de La Plata,52,Argentina
7276,224334,M. Acuña,M. Acuña,Marcos Javier Acuña,425000.0,8000.0,22,172,72,101085.0,Racing Club,52,Argentina
7277,224385,H. Yamada,H. Yamada,山田 大記,575000.0,5000.0,25,173,66,1832.0,Karlsruher SC,163,Japan
7278,224386,M. Tévez,M. Tévez,Mauricio Alejandro Tévez,425000.0,5000.0,17,170,69,110396.0,Newell's Old Boys,52,Argentina
7279,224578,L. Yoro,L. Yoro,Yoro Lamine Ly,575000.0,5000.0,25,179,71,1898.0,Boavista FC,136,Senegal
7281,224882,A. Ribelin,A. Ribelin,Anthony Ribelin,375000.0,2000.0,18,177,73,70.0,Montpellier Hérault SC,18,France
7282,224885,Guilherme Sityá,Guilherme Sityá,Guilherme Haubert Sityá,475000.0,5000.0,24,179,74,165.0,SpVgg Greuther Fürth,54,Brazil
7283,224916,N. Royón,N. Royón,Pablo Nicolás Royón Silvera,550000.0,2000.0,23,172,66,110392.0,Atlético de Rafaela,60,Uruguay
7284,225114,M. Mahi,M. Mahi,Mimoun Mahi,425000.0,5000.0,20,181,69,1915.0,FC Groningen,34,Netherlands
7288,2335,A. Wilbraham,A. Wilbraham,Aaron Wilbraham,275000.0,4000.0,34,191,72,1919.0,Bristol City,14,England
7290,7080,Filipe Anunciação,Filipe Anunciação,Filipe Alexandre Dias Anunciacao,50000.0,3000.0,35,180,78,1892.0,FC Paços de Ferreira,38,Portugal
7291,11430,J. McCombe,J. McCombe,Jamie McCombe,325000.0,5000.0,31,196,78,142.0,Doncaster Rovers,14,England
7292,11800,C. Weale,C. Weale,Chris Weale,425000.0,2000.0,32,188,84,346.0,Yeovil Town,14,England
7293,13739,A. Smith,A. Smith,Alan Smith,200000.0,3000.0,33,180,81,1937.0,Notts County,14,England
7295,18121,João Pedro,João Pedro,João Pedro Azevedo Silva,525000.0,7000.0,26,190,86,100741.0,FC Penafiel,38,Portugal
7296,18708,C. Keller,C. Keller,Christian Thielsen Keller,300000.0,3000.0,33,184,80,1786.0,Randers FC,13,Denmark
7297,19405,L. Guttridge,L. Guttridge,Luke Guttridge,425000.0,6000.0,32,173,67,1923.0,Luton Town,14,England
7298,20543,Luís Olim,Luís Olim,Luís Miguel de Olim Andrade,300000.0,5000.0,32,178,69,1893.0,Clube Sport Marítimo,38,Portugal
7299,32420,D. Gygax,D. Gygax,Daniel Gygax,375000.0,6000.0,32,179,75,434.0,FC Aarau,47,Switzerland
7301,45652,E. Ekobo,E. Ekobo,Eugène-Claude Ekobo N'Joh,200000.0,3000.0,33,182,85,1815.0,Clermont Foot 63,103,Cameroon
7303,47020,K. Begois,K. Begois,Kevin Begois,425000.0,5000.0,32,185,78,1914.0,PEC Zwolle,7,Belgium
7305,49574,P. Ingelsten,P. Ingelsten,Patrik Ingelsten,425000.0,6000.0,32,179,80,112169.0,Falkenbergs FF,46,Sweden
7306,49589,J. Jönsson,J. Jönsson,Jon Jönsson,375000.0,7000.0,30,183,75,700.0,IF Elfsborg,46,Sweden
7307,49939,A. Nef,A. Nef,Alain Nef,300000.0,8000.0,32,191,85,894.0,FC Zürich,47,Switzerland
7308,49992,K. Bach Bak,K. Bach Bak,Kristian Bach Bak Nielsen,325000.0,7000.0,31,185,83,1516.0,FC Midtjylland,13,Denmark
7309,52278,H. Hansen,H. Hansen,Henrik Hansen,220000.0,3000.0,34,179,70,1447.0,SønderjyskE,13,Denmark
7310,52279,T. Bechmann,T. Bechmann,Tommy Bechmann,425000.0,6000.0,32,183,81,1447.0,SønderjyskE,13,Denmark
7311,52280,N. Høgh,N. Høgh,Nicolaj Høgh,375000.0,8000.0,30,190,86,920.0,Vålerenga Fotball,13,Denmark
7312,52305,D. Arnaud,D. Arnaud,Davy Arnaud,220000.0,5000.0,34,181,72,688.0,D.C. United,95,United States
7313,52646,K. Kuzera,K. Kuzera,Kamil Kuzera,325000.0,5000.0,31,181,75,111083.0,Korona Kielce,37,Poland
7315,53427,B. Chorley,B. Chorley,Ben Chorley,325000.0,5000.0,31,191,90,1790.0,Portsmouth,14,England
7316,53500,D. Harding,D. Harding,Dan Harding,375000.0,5000.0,30,182,75,14.0,Nottingham Forest,14,England
7317,53729,L. Hirschfeld,L. Hirschfeld,Lars Hirschfeld,300000.0,7000.0,35,190,86,920.0,Vålerenga Fotball,70,Canada
7318,53741,L. Holmes,L. Holmes,Lee Holmes,550000.0,7000.0,27,175,66,1801.0,Preston North End,14,England
7319,53756,L. Price,L. Price,Lewis Price,525000.0,5000.0,29,191,85,1799.0,Crystal Palace,50,Wales
7320,53785,M. Hahnemann,M. Hahnemann,Marcus Hahnemann,90000.0,2000.0,42,191,100,111144.0,Seattle Sounders FC,95,United States
7321,54021,S. Parnaby,S. Parnaby,Stuart Parnaby,325000.0,2000.0,31,181,77,1941.0,Hartlepool United,14,England
7322,101508,P. Platins,P. Platins,Patrick Platins,450000.0,5000.0,31,190,86,110502.0,SV Darmstadt 98,21,Germany
7323,101868,A. Görlitz,A. Görlitz,Andreas Görlitz,300000.0,6000.0,32,180,74,111928.0,San Jose Earthquakes,21,Germany
7326,106431,M. Szyndrowski,M. Szyndrowski,Marek Szyndrowski,230000.0,3000.0,33,184,75,874.0,Ruch Chorzów,37,Poland
7327,109493,B. Castro,B. Castro,Bram Castro,450000.0,5000.0,31,191,83,100634.0,Heracles Almelo,7,Belgium
7328,111238,F. Jarjat,F. Jarjat,Florian Jarjat,150000.0,3000.0,34,181,74,294.0,ESTAC Troyes,18,France
7329,112476,César Caneda,César Caneda,César Fernández de las Heras Caneda,,2000.0,36,174,70,110069.0,CD Mirandés,45,Spain
7330,112556,Diego Rivas,Diego Rivas,Diego Rivas Gutiérrez,130000.0,2000.0,34,180,80,112902.0,UE Llagostera,45,Spain
7333,114356,M. Wölfli,M. Wölfli,Marco Wölfli,450000.0,7000.0,31,185,83,900.0,BSC Young Boys,47,Switzerland
7334,114960,Cristian,Cristian,Cristian García Ramos,300000.0,5000.0,32,169,63,15021.0,CE Sabadell FC,45,Spain
7335,117385,I. Sonko,I. Sonko,Ibrahima Sonko,230000.0,3000.0,33,191,86,111340.0,Akhisar Belediyespor,136,Senegal
7337,119275,R. Earnshaw,R. Earnshaw,Robert Earnshaw,350000.0,4000.0,33,173,69,693.0,Chicago Fire Football Club,50,Wales
7338,119689,J. Easter,J. Easter,Jermaine Easter,425000.0,6000.0,32,175,85,97.0,Millwall,50,Wales
7340,120339,M. Bergvold,M. Bergvold,Martin Bergvold,425000.0,6000.0,30,184,70,1445.0,Esbjerg fB,13,Denmark
7343,135738,J. Griffiths,J. Griffiths,Joel Griffiths,275000.0,4000.0,34,181,74,111398.0,Newcastle Jets,195,Australia
7344,136445,Hyun Young Min,Hyun Young Min,현영민 玄泳民,150000.0,3000.0,34,179,73,1475.0,Jeonnam Dragons,167,South Korea
7345,136556,Ko Chang Hyun,Ko Chang Hyun,Chang Hyun Ko,500000.0,8000.0,30,170,69,1473.0,Ulsan Hyundai FC,167,South Korea
7348,137317,L. Cappone,L. Cappone,Lionel Cappone,300000.0,3000.0,35,182,74,1814.0,Stade Lavallois Mayenne FC,18,France
7349,137464,O. Schröder,O. Schröder,Oliver Schröder,130000.0,3000.0,34,183,87,506.0,FC Erzgebirge Aue,21,Germany
7351,138098,J. Jewsbury,J. Jewsbury,Jack Jewsbury,230000.0,2000.0,33,183,84,111140.0,Portland Timbers,95,United States
7352,138295,T. Dunivant,T. Dunivant,Todd Dunivant,230000.0,7000.0,33,183,79,697.0,LA Galaxy,95,United States
7353,138421,A. Schultz,A. Schultz,Alain Schultz,450000.0,6000.0,31,176,75,434.0,FC Aarau,47,Switzerland
7354,138637,Alberto Aguilar,Alberto Aguilar,Alberto Aguilar Leiva,400000.0,2000.0,29,184,81,2023.0,SD Ponferradina,45,Spain
7355,138712,L. Glombard,L. Glombard,Luigi Glombard,475000.0,2000.0,29,179,75,112276.0,US Orléans Loiret Football,18,France
7356,138713,L. Guillon,L. Guillon,Loïc Guillon,300000.0,5000.0,32,186,83,1530.0,Angers SCO,18,France
7357,138816,D. Brill,D. Brill,Dean Brill,500000.0,7000.0,28,188,78,620.0,Inverness Caledonian Thistle,14,England
7358,138945,J. Viale,J. Viale,Julien Viale,425000.0,6000.0,32,180,78,57.0,AJ Auxerre,18,France
7359,138972,M. Pfertzel,M. Pfertzel,Marc Pfertzel,230000.0,2000.0,33,182,75,110178.0,SV Sandhausen,18,France
7360,139017,Leandro Augusto,Leandro Augusto,Leandro Augusto Oldoni Stalchevski,,6000.0,36,176,70,1881.0,Club Universidad Nacional,83,Mexico
7361,139200,B. Howard,B. Howard,Brian Howard,400000.0,2000.0,31,173,70,1951.0,Oxford United,14,England
7362,139223,A. Medina,A. Medina,Alberto Medina Briseño,400000.0,2000.0,31,172,69,112679.0,Jaguares de Chiapas,83,Mexico
7363,139459,I. Evatt,I. Evatt,Ian Ross Evatt,300000.0,2000.0,32,191,88,1924.0,Chesterfield,14,England
7364,139489,F. Torres,F. Torres,Francisco Javier Torres Zamores,400000.0,5000.0,31,171,68,110152.0,Puebla FC,83,Mexico
7366,139829,K. Djellabi,K. Djellabi,Karim Djellabi,325000.0,5000.0,31,170,63,57.0,AJ Auxerre,18,France
7367,140144,A. Ponce,A. Ponce,Sergio Amaury Ponce Villegas,275000.0,5000.0,32,176,72,101114.0,Club Atlas,83,Mexico
7371,142664,F. Pacheco,F. Pacheco,Fram Enrique Pacheco Cardona,300000.0,2000.0,33,180,83,112834.0,Fortaleza CEIF,56,Colombia
7372,142715,S. Romero,S. Romero,Sebastián Ariel Romero,7000.0,3000.0,36,171,74,110554.0,Quilmes Atlético Club,52,Argentina
7373,142979,J. Quiroga,J. Quiroga,Juan Leandro Quiroga,300000.0,5000.0,32,179,78,101084.0,Gimnasia y Esgrima La Plata,52,Argentina
7374,142998,C. Muñoz,C. Muñoz,Cristian Fernando Muñoz Hoffman,240000.0,2000.0,36,177,73,112534.0,CD Universidad de Concepción,52,Argentina
7375,143609,L. Vella,L. Vella,Luciano Germán Vella,230000.0,2000.0,33,174,72,111710.0,Defensa y Justicia,52,Argentina
7378,144979,M. Sahlman,M. Sahlman,Marcus Sahlman,525000.0,5000.0,29,197,90,702.0,IFK Norrköping,46,Sweden
7379,145591,Miguel Llera,Miguel Llera,Miguel Ángel Llera Garzón,150000.0,3000.0,34,193,93,1949.0,Scunthorpe United,45,Spain
7380,146700,Enric Pi,Enric Pi,Enric Pi Solá,325000.0,2000.0,31,189,72,112902.0,UE Llagostera,45,Spain
7381,146762,Bustos,Bustos,Cristian Bustos Costa,400000.0,5000.0,31,175,75,453.0,RCD Mallorca,45,Spain
7382,147239,I. Ershov,I. Ershov,Ivan Ershov,80000.0,2000.0,35,172,70,110756.0,Arsenal Tula,40,Russia
7383,148137,R. Nakhushev,R. Nakhushev,Ruslan Nakhushev,400000.0,2000.0,29,184,78,110106.0,FC Mordovia Saransk,40,Russia
7384,148180,D. Smirnov,D. Smirnov,Dmitri Aleksandrovich Smirnov,200000.0,2000.0,33,195,87,110756.0,Arsenal Tula,40,Russia
7385,148478,B. Ślusarski,B. Ślusarski,Bartosz Ślusarski,425000.0,6000.0,32,186,84,110744.0,GKS Bełchatów,37,Poland
7386,148518,M. Pawełek,M. Pawełek,Mariusz Józef Pawełek,375000.0,3000.0,33,185,81,111092.0,Śląsk Wrocław,37,Poland
7389,149270,C. Valeri,C. Valeri,Carl Valeri,475000.0,9000.0,29,177,71,111397.0,Melbourne Victory,195,Australia
7390,152038,J. Absalonsen,J. Absalonsen,Johan Hindsgaul Absalonsen,500000.0,7000.0,28,178,75,1447.0,SønderjyskE,13,Denmark
7391,152371,K. Geudens,K. Geudens,Kevin Geudens,200000.0,3000.0,33,185,67,681.0,KVC Westerlo,7,Belgium
7392,152507,G. Elokobi,G. Elokobi,George Nganyuo Elokobi,450000.0,7000.0,28,180,96,1920.0,Oldham Athletic,103,Cameroon
7394,152870,Felipe Saad,Felipe Saad,Felipe Patavino Saad,375000.0,5000.0,30,187,83,210.0,Stade Malherbe Caen,54,Brazil
7395,152893,T. Perkins,T. Perkins,Troy Perkins,425000.0,2000.0,32,183,83,111139.0,Club de Foot Montréal,95,United States
7396,153093,L. Benítez,L. Benítez,Leandro Damián Benítez,300000.0,7000.0,33,180,80,101083.0,Estudiantes de La Plata,52,Argentina
7397,153100,S. Nelson,S. Nelson,Stuart Nelson,425000.0,2000.0,32,187,84,1802.0,Gillingham,14,England
7398,154216,D. Tumasyan,D. Tumasyan,Denis Tumasyan,400000.0,2000.0,29,185,82,110822.0,FC Ufa,40,Russia
7399,155018,R. Jones,R. Jones,Rob Jones,150000.0,3000.0,34,200,77,142.0,Doncaster Rovers,14,England
7400,155334,Kang Min Soo,Kang Min Soo,강민수 康敏寿,450000.0,7000.0,28,186,76,2055.0,Sangju Sangmu FC,167,South Korea
7401,155339,Hwang Ji Soo,Hwang Ji Soo,황지수 黄智秀,200000.0,7000.0,33,175,72,1474.0,Pohang Steelers,167,South Korea
7402,155352,Kim Seung Yong,Kim Seung Yong,김승용 金胜永,525000.0,6000.0,29,180,74,111396.0,Central Coast Mariners,167,South Korea
7403,155525,A. Kure,A. Kure,Anders Kure Vidkjær,450000.0,7000.0,28,187,81,112424.0,FC Vestsjælland,13,Denmark
