,sofifa_id,short_name,short_name,long_name,value_eur,wage_eur,age,height_cm,weight_kg,club_team_id,club_name,nationality_id,nationality_name
7404,155724,D. Ambrose,D. Ambrose,Darren Ambrose,500000.0,6000.0,30,183,78,94.0,Ipswich Town,14,England
7406,155937,A. Madaschi,A. Madaschi,Adrian Madaschi,325000.0,5000.0,31,187,79,111398.0,Newcastle Jets,195,Australia
7408,156301,W. Hoskins,W. Hoskins,Will Hoskins,575000.0,4000.0,28,178,78,1951.0,Oxford United,14,England
7409,156464,R. Wood,R. Wood,Richard Mark Wood,450000.0,4000.0,28,191,88,1797.0,Rotherham United,14,England
7410,156484,A. Álvarez,A. Álvarez,Alexandro Álvarez Olivares,160000.0,3000.0,37,183,83,1028.0,Monarcas Morelia,83,Mexico
7411,156500,A. Olvera,A. Olvera,José Antonio Olvera De Los Santos,450000.0,7000.0,28,173,63,1028.0,Monarcas Morelia,83,Mexico
7412,156507,I. Vázquez,I. Vázquez,Edmundo Iván Vázquez Mellado Pérez,450000.0,5000.0,31,182,80,111654.0,Leones Negros de la UdeG,83,Mexico
7413,156600,P. Ćwielong,P. Ćwielong,Piotr Ćwielong,500000.0,7000.0,28,171,65,160.0,VfL Bochum 1848,37,Poland
7414,156653,R. Kruys,R. Kruys,Rick Kruijs,425000.0,4000.0,28,177,72,1971.0,Excelsior,34,Netherlands
7415,156664,D. Norris,D. Norris,David Norris,300000.0,3000.0,33,170,73,8.0,Leeds United,14,England
7416,156704,T. Eriksson,T. Eriksson,Robert Tobias Eriksson,475000.0,5000.0,29,178,70,1439.0,Kalmar FF,46,Sweden
7417,156771,J. de la Barrera,J. de la Barrera,Juan Carlos De La Barrera Lara,325000.0,5000.0,31,184,86,110152.0,Puebla FC,83,Mexico
7418,156920,O. Werner,O. Werner,Olivier Werner,525000.0,5000.0,29,193,96,1750.0,KSV Cercle Brugge,7,Belgium
7419,157031,L. Esqueda,L. Esqueda,Luis Ricardo Esqueda Ornelas,230000.0,3000.0,33,174,77,110152.0,Puebla FC,83,Mexico
7420,157306,A. Montaroup,A. Montaroup,Aurélien Montaroup,450000.0,4000.0,28,178,72,1812.0,US Créteil-Lusitanos,18,France
7422,157701,M. Akgün,M. Akgün,Mehmet Akgün,550000.0,7000.0,27,179,70,1458.0,Kayseri Erciyesspor,21,Germany
7423,157706,S. Pirson,S. Pirson,Sören Pirson,500000.0,7000.0,28,191,89,110596.0,FSV Frankfurt,21,Germany
7426,157954,Nuno Piloto,Nuno Piloto,Nuno Miguel Torres Piloto Albuquerque,275000.0,5000.0,32,178,73,1901.0,Associação Académica de Coimbra,38,Portugal
7427,157970,Ricardo Batista,Ricardo Batista,Ricardo José Cecília Batista,500000.0,7000.0,27,193,79,665.0,Vitória de Setúbal,38,Portugal
7428,158111,Y. Rivière,Y. Rivière,Yohann Rivière,525000.0,6000.0,29,185,81,110569.0,Dijon FCO,18,France
7429,158627,N. Fauvergue,N. Fauvergue,Nicolas Fauvergue,525000.0,6000.0,29,193,88,614.0,AC Ajaccio,18,France
7431,158788,J. Cobo,J. Cobo,Juan Manuel Cobo Gálvez,475000.0,2000.0,29,180,80,110398.0,Club Olimpo,52,Argentina
7432,158877,D. Gómez,D. Gómez,Diego Gómez,500000.0,6000.0,30,164,68,1530.0,Angers SCO,52,Argentina
7435,159579,Andreu,Andreu,Andreu Guerao Mayoral,400000.0,5000.0,31,179,65,456.0,Racing Santander,45,Spain
7437,160615,S. Gancarczyk,S. Gancarczyk,Seweryn Gancarczyk,300000.0,5000.0,32,181,80,420.0,Górnik Zabrze,37,Poland
7439,161646,J. Hartock,J. Hartock,Joan Hartock,500000.0,7000.0,27,190,88,378.0,Stade Brestois 29,18,France
7441,162043,C. Martínez,C. Martínez,Christian Martínez Cedillo,350000.0,3000.0,34,182,84,110781.0,Club León,83,Mexico
7442,162414,S. Penco,S. Penco,Sebastián Ariel Penco,500000.0,9000.0,30,183,82,110093.0,Club Atlético Independiente,52,Argentina
7443,162814,H. Aslantaş,H. Aslantaş,Hakan Aslantaş,450000.0,7000.0,28,181,73,101025.0,Gençlerbirliği SK,21,Germany
7444,162889,L. Heinze,L. Heinze,Lasse Heinze,500000.0,9000.0,28,184,78,1516.0,FC Midtjylland,13,Denmark
7445,162982,M. Bates,M. Bates,Matthew Bates,475000.0,4000.0,27,178,77,1941.0,Hartlepool United,14,England
7446,163145,K. Langmead,K. Langmead,Kelvin Steven Langmead,400000.0,2000.0,29,185,85,1930.0,Northampton Town,14,England
7447,163425,E. Quintin,E. Quintin,Erwan Quintin,375000.0,5000.0,30,180,76,111989.0,AC Arles Avignon,18,France
7448,163621,B. Alnwick,B. Alnwick,Ben Alnwick,500000.0,7000.0,27,183,80,1938.0,Peterborough United,14,England
7449,163627,C. Brown,C. Brown,Chris Brown,525000.0,6000.0,29,191,85,3.0,Blackburn Rovers,14,England
7450,163749,I. Valadéz,I. Valadéz,Ismael Valadéz Arce,575000.0,10000.0,28,175,70,1878.0,Cruz Azul,83,Mexico
7452,164417,J. O'Connor,J. O'Connor,James O'Connor,400000.0,2000.0,29,178,79,1803.0,Walsall,14,England
7453,164495,M. Kruska,M. Kruska,Marc-André Kruska,550000.0,7000.0,27,178,75,110596.0,FSV Frankfurt,21,Germany
7454,164542,A. Gordon,A. Gordon,Alan Gordon,425000.0,9000.0,32,191,88,697.0,LA Galaxy,95,United States
7455,164572,G. Segares,G. Segares,Gonzalo Segares González,325000.0,5000.0,31,180,77,693.0,Chicago Fire Football Club,72,Costa Rica
7456,164579,R. Braber,R. Braber,Robert Braber,450000.0,6000.0,31,193,76,1907.0,Willem II,34,Netherlands
7457,164587,D. Gargan,D. Gargan,Dan Gargan,325000.0,8000.0,31,180,79,697.0,LA Galaxy,95,United States
7459,164907,Jacobo,Jacobo,Jacobo Marían Ynclán Pajares,425000.0,5000.0,30,181,75,111822.0,RZ Pellets Wolfsberger AC,45,Spain
7460,164911,Israel,Israel,Israel David Bascón Gigato,550000.0,7000.0,27,173,71,1854.0,Albacete BP,45,Spain
7461,164957,Paulo Nagamura,Paulo Nagamura,Paulo Roberto Corradi Nagamura,400000.0,5000.0,31,173,70,696.0,Sporting Kansas City,54,Brazil
7462,165010,B. Iwan,B. Iwan,Bartosz Iwan,500000.0,6000.0,30,187,74,420.0,Górnik Zabrze,37,Poland
7463,165033,P. Golański,P. Golański,Paweł Golański,325000.0,5000.0,31,183,77,111083.0,Korona Kielce,37,Poland
7464,165070,M. Bąk,M. Bąk,Mateusz Bąk,450000.0,5000.0,31,186,85,111091.0,Lechia Gdańsk,37,Poland
7467,165894,Yang Dong Hyen,Yang Dong Hyen,양동현 梁东炫,575000.0,9000.0,28,186,80,1473.0,Ulsan Hyundai FC,167,South Korea
7468,165909,Lee Won Young,Lee Won Young,이정호 Won Young Lee,230000.0,3000.0,33,186,83,1476.0,Busan IPark,167,South Korea
7470,166406,Z. Scott,Z. Scott,Zach Scott,230000.0,3000.0,33,180,79,111144.0,Seattle Sounders FC,95,United States
7471,166851,K. Árnason,K. Árnason,Kári Árnason,325000.0,2000.0,31,190,86,1797.0,Rotherham United,24,Iceland
7472,166855,K. Osborne,K. Osborne,Karleigh Osborne,525000.0,7000.0,26,188,78,1919.0,Bristol City,14,England
7474,167432,S. Okoronkwo,S. Okoronkwo,Solomon Ndubisi Okoronkwo,600000.0,7000.0,27,186,87,506.0,FC Erzgebirge Aue,133,Nigeria
7475,168869,H. Al Montashari,H. Al Montashari,Hamad Al Montashari,300000.0,8000.0,32,180,72,607.0,Al Ittihad,183,Saudi Arabia
7476,168913,G. Karanović,G. Karanović,Goran Karanović,625000.0,7000.0,26,185,82,898.0,FC St. Gallen 1879,47,Switzerland
7477,169043,T. Mikulic,T. Mikulic,Tomislav Mikulić,300000.0,5000.0,32,186,82,110747.0,Cracovia,10,Croatia
7478,169321,M. Fraga,M. Fraga,Miguel Ángel Fraga Licona,525000.0,7000.0,26,187,76,101114.0,Club Atlas,83,Mexico
7481,169578,C. Woods,C. Woods,Calum Jack Woods,475000.0,7000.0,27,180,73,1801.0,Preston North End,14,England
7482,169593,K. Lee,K. Lee,Kieran Christopher Lee,575000.0,7000.0,26,185,76,1807.0,Sheffield Wednesday,14,England
7483,169604,T. Lee,T. Lee,Tommy Lee,500000.0,4000.0,28,188,77,1924.0,Chesterfield,14,England
7484,169619,G. Liddle,G. Liddle,Gary Daniel Liddle,425000.0,7000.0,28,185,79,1804.0,Bradford City,14,England
7485,169708,S. Hutchinson,S. Hutchinson,Samuel Edward Hutchinson,450000.0,5000.0,24,182,73,1807.0,Sheffield Wednesday,14,England
7486,169780,J. Yacuzzi,J. Yacuzzi,Javier Orlando Yacuzzi,220000.0,2000.0,34,170,70,111710.0,Defensa y Justicia,52,Argentina
7490,170078,M. Little,M. Little,Mark Daniel Little,500000.0,5000.0,25,185,78,1919.0,Bristol City,14,England
7491,170494,B. Ruytinx,B. Ruytinx,Bjorn Ruytinx,350000.0,4000.0,33,183,85,682.0,KV Oostende,7,Belgium
7493,170941,Javi Moyano,Javi Moyano,Javier Moyano Lujano,450000.0,7000.0,28,178,72,260.0,CD Tenerife,45,Spain
7494,171063,Espasandín,Espasandín,Víctor Manuel Espasandín Facal,400000.0,5000.0,29,179,75,15021.0,CE Sabadell FC,45,Spain
7496,171330,M. Taouil,M. Taouil,Mehdi Tewfik Taouil,400000.0,5000.0,31,170,70,101041.0,Demir Grup Sivasspor,129,Morocco
7497,171374,J. Hernández,J. Hernández,Juan de Dios Hernández,575000.0,7000.0,28,172,62,101114.0,Club Atlas,83,Mexico
7498,171391,E. Palos,E. Palos,Enrique Eduardo Palos Reyes,500000.0,7000.0,28,190,85,1970.0,Tigres U.A.N.L.,83,Mexico
7499,171399,Jona,Jona,Jonathan López Pérez,375000.0,3000.0,33,182,81,1860.0,Getafe CF,45,Spain
7500,171620,A. Wordsworth,A. Wordsworth,Anthony Wordsworth,575000.0,2000.0,25,185,76,1797.0,Rotherham United,14,England
7502,172002,P. Wiśniewski,P. Wiśniewski,Piotr Wiśniewski,450000.0,6000.0,31,177,74,111091.0,Lechia Gdańsk,37,Poland
7504,172142,B. Storm,B. Storm,Bo Storm,550000.0,7000.0,27,171,67,1447.0,SønderjyskE,13,Denmark
7505,172516,M. Spelmann,M. Spelmann,Martin Spelmann,550000.0,9000.0,27,175,72,272.0,Odense Boldklub,13,Denmark
7508,172944,G. Coke,G. Coke,Giles Christopher Coke,500000.0,7000.0,28,183,79,1807.0,Sheffield Wednesday,14,England
7509,173346,L. Nyatanga,L. Nyatanga,Lewin Nyatanga,500000.0,5000.0,25,188,80,1932.0,Barnsley,50,Wales
7512,173671,K. McFadzean,K. McFadzean,Kyle John McFadzean,475000.0,7000.0,27,185,85,1798.0,Milton Keynes Dons,14,England
7513,173734,J. Wilson,J. Wilson,James Steven Wilson,500000.0,5000.0,25,188,82,1920.0,Oldham Athletic,50,Wales
7514,174665,A. Kokoszka,A. Kokoszka,Adam Kokoszka,475000.0,7000.0,27,187,82,100768.0,Torpedo Moscow,37,Poland
7515,175896,S. Siani,S. Siani,Sébastien Clovis Siani,450000.0,7000.0,27,175,76,682.0,KV Oostende,103,Cameroon
7516,175911,K. Belhocine,K. Belhocine,Karim Belhocine,,3000.0,36,187,83,674.0,KAA Gent,18,France
7517,176030,André Marques,André Marques,André Filipe Farías Marques,525000.0,7000.0,26,184,81,1900.0,Moreirense FC,38,Portugal
7518,176037,Hugo Monteiro,Hugo Monteiro,Hugo Rogério Ferreira Monteiro,525000.0,3000.0,29,176,71,112513.0,FC Arouca,38,Portugal
7519,176078,N. Sturgis,N. Sturgis,Nathan Sturgis,500000.0,7000.0,26,178,68,111070.0,Chivas USA,95,United States
7520,176154,A. Van Loo,A. Van Loo,Anthony Van Loo,500000.0,5000.0,25,177,71,100081.0,KV Kortrijk,7,Belgium
7521,176253,R. Grodzicki,R. Grodzicki,Rafał Grodzicki,375000.0,5000.0,30,192,91,111092.0,Śląsk Wrocław,37,Poland
7522,176368,Kim Chang Soo,Kim Chang Soo,김창수 金昌洙,,,28,178,69,,,167,South Korea
7523,176392,Park Hee Chul,Park Hee Chul,박희철 朴熙哲,450000.0,10000.0,28,179,70,1474.0,Pohang Steelers,167,South Korea
7525,176538,H. Soto,H. Soto,Hugo Emilio Soto Miranda,375000.0,5000.0,30,179,73,111723.0,Deportivo Pasto,56,Colombia
7526,176780,F. Moussa,F. Moussa,Franck Moussa,550000.0,5000.0,24,173,67,89.0,Charlton Athletic,7,Belgium
7527,176996,A. Robic,A. Robic,Antony Robic,575000.0,7000.0,28,181,77,1814.0,Stade Lavallois Mayenne FC,18,France
7529,177373,L. Nielsen,L. Nielsen,Lasse Nielsen,525000.0,7000.0,26,185,80,674.0,KAA Gent,13,Denmark
7530,177401,P. Cáceres,P. Cáceres,Pablo Domingo Cáceres Rodríguez,400000.0,5000.0,29,179,75,111715.0,Club Atlético Tigre,60,Uruguay
7531,177414,T. Pope,T. Pope,Tom Pope,575000.0,4000.0,28,190,86,1928.0,Port Vale,14,England
7532,177549,D. Oduro,D. Oduro,Dominic Oduro,575000.0,9000.0,28,183,72,111651.0,Toronto FC,117,Ghana
7533,177568,A. Raineau,A. Raineau,Alexandre Raineau,450000.0,7000.0,28,178,71,210.0,Stade Malherbe Caen,18,France
7534,177572,S. De Roover,S. De Roover,Sepp De Roover,400000.0,5000.0,29,180,75,1904.0,NAC Breda,7,Belgium
7536,177634,M. Junglas,M. Junglas,Manuel Junglas,575000.0,2000.0,25,187,76,550.0,VfR Aalen,21,Germany
7537,177646,Ernesto,Ernesto,Ernesto Gómez Gómez,475000.0,2000.0,29,179,73,110831.0,CD Lugo,45,Spain
7538,177692,M. Jones,M. Jones,Michael David Jones,575000.0,7000.0,26,183,78,1920.0,Oldham Athletic,14,England
7539,177696,E. Brambila,E. Brambila,Edy Germán Brambila Rosales,500000.0,7000.0,28,172,68,101114.0,Club Atlas,83,Mexico
7540,177825,D. Green,D. Green,Daniel Richard Green,575000.0,5000.0,25,183,80,1798.0,Milton Keynes Dons,14,England
7541,177883,M. Brillault,M. Brillault,Maxime Brillault,325000.0,2000.0,31,188,79,112276.0,US Orléans Loiret Football,18,France
7542,177920,P. Stawarczyk,P. Stawarczyk,Piotr Stawarczyk,375000.0,5000.0,30,192,87,874.0,Ruch Chorzów,37,Poland
7543,177979,Schumacher,Schumacher,Thiago Maier dos Santos,600000.0,7000.0,27,192,83,1901.0,Associação Académica de Coimbra,54,Brazil
7544,178006,J. Pierazzi,J. Pierazzi,Jean-Baptiste Pierazzi,375000.0,5000.0,29,185,74,111928.0,San Jose Earthquakes,18,France
7545,178009,H. Čale,H. Čale,Hrvoje Čale,400000.0,5000.0,29,183,77,110913.0,Waasland-Beveren,10,Croatia
7547,178141,J. Wilmet,J. Wilmet,Jonathan Wilmet,500000.0,7000.0,28,180,76,682.0,KV Oostende,7,Belgium
7548,178218,S. Darby,S. Darby,Stephen Darby,500000.0,5000.0,25,174,64,1804.0,Bradford City,14,England
7549,178222,E. Mejía,E. Mejía,Edgar Eduardo Mejía Viruete,475000.0,5000.0,25,170,70,110152.0,Puebla FC,83,Mexico
7550,178379,J. Harvey,J. Harvey,Jordan Harvey,375000.0,2000.0,30,180,77,101112.0,Vancouver Whitecaps FC,95,United States
7553,178422,César Díaz,César Díaz,César Díaz Martínez,600000.0,7000.0,27,171,77,1854.0,Albacete BP,45,Spain
7558,178578,Ione Cabrera,Ione Cabrera,Ione Agonay Jiménez Cabrera,450000.0,7000.0,28,187,80,112022.0,SV Grödig,45,Spain
7559,178585,S. Church,S. Church,Simon Church,625000.0,6000.0,25,181,75,89.0,Charlton Athletic,50,Wales
7560,178623,David Caiado,David Caiado,David Caiado Dias,550000.0,7000.0,27,184,70,1887.0,Vitória de Guimarães,38,Portugal
7561,179561,E. Omozusi,E. Omozusi,Elliot Junior Omozusi,500000.0,5000.0,25,180,80,1958.0,Leyton Orient,14,England
7563,179652,R. Rogers,R. Rogers,Robbie Rogers,475000.0,10000.0,27,178,69,697.0,LA Galaxy,95,United States
7565,179692,C. Davies,C. Davies,Charlie Davies,575000.0,7000.0,28,178,76,691.0,New England Revolution,95,United States
7567,179911,R. Findley,R. Findley,Robbie Findley,575000.0,7000.0,28,175,75,111065.0,Real Salt Lake,95,United States
7568,179924,S. Gillett,S. Gillett,Simon Gillett,425000.0,4000.0,28,171,70,346.0,Yeovil Town,14,England
7569,180174,B. Kopplin,B. Kopplin,Björn Kopplin,500000.0,5000.0,25,184,78,1831.0,1. FC Union Berlin,21,Germany
7570,180178,Fred,Fred,Helbert Frederico Carreiro Da Silva,275000.0,2000.0,34,173,66,112134.0,Philadelphia Union,54,Brazil
7571,180250,William,William,William Fernando da Silva,450000.0,7000.0,27,175,70,110150.0,Gallos Blancos de Querétaro,54,Brazil
7572,180400,Isidoro,Isidoro,José Isidoro Gómez Torres,475000.0,7000.0,27,180,71,477.0,CD Numancia,45,Spain
7573,180693,W. Al Gizani,W. Al Gizani,Waleed Khalid Abd Rabo Al Gizani,350000.0,4000.0,33,180,69,112675.0,Al Orobah,183,Saudi Arabia
7574,180796,W. Fogden,W. Fogden,Wesley Keith Fogden,575000.0,7000.0,26,175,72,1790.0,Portsmouth,14,England
7576,181001,B. Knighton,B. Knighton,Bradley Burton Knighton,525000.0,5000.0,29,187,82,691.0,New England Revolution,95,United States
7577,181013,N. Gerzic,N. Gerzic,Nordin Gerzić,425000.0,6000.0,30,175,76,705.0,Örebro SK,46,Sweden
7578,181023,B. Celeski,B. Celeski,Blagoja Celeski,500000.0,7000.0,28,175,74,111398.0,Newcastle Jets,195,Australia
7580,181381,A. Landgren,A. Landgren,Sven Andreas Landgren,475000.0,7000.0,25,176,73,432.0,Helsingborgs IF,46,Sweden
7581,181436,D. Marcq,D. Marcq,Damien Marcq,475000.0,5000.0,25,183,72,670.0,Royal Charleroi S.C.,18,France
7584,181492,R. Cornthwaite,R. Cornthwaite,Robert Cornthwaite,450000.0,7000.0,28,197,90,1475.0,Jeonnam Dragons,195,Australia
7585,181792,E. Johansson,E. Johansson,Emil Johansson,475000.0,7000.0,27,170,64,112374.0,Sandnes Ulf,46,Sweden
7586,181866,N. Rukavytsya,N. Rukavytsya,Nikita Vadymovych Rukavytsya,600000.0,7000.0,27,185,75,169.0,1. FSV Mainz 05,195,Australia
7587,182004,J. Lantto,J. Lantto,Jonas Lantto,550000.0,7000.0,27,169,69,111277.0,Gefle IF,46,Sweden
7592,182260,J. Rojas,J. Rojas,Juan Carlos Rojas,375000.0,2000.0,30,172,68,112679.0,Jaguares de Chiapas,83,Mexico
7593,182442,M. Nichols,M. Nichols,Mitch Nichols,625000.0,6000.0,25,181,75,111399.0,Perth Glory,195,Australia
7594,182694,J. Mattock,J. Mattock,Joseph William Mattock,475000.0,5000.0,24,181,78,1807.0,Sheffield Wednesday,14,England
7595,182761,A. Legzdins,A. Legzdins,Adam Richard Legzdins,500000.0,7000.0,27,193,78,1958.0,Leyton Orient,14,England
7596,182818,S. Bouhours,S. Bouhours,Samuel Bouhours,475000.0,7000.0,27,182,75,110326.0,Tours FC,18,France
7597,182844,R. Grzyb,R. Grzyb,Rafał Grzyb,300000.0,5000.0,31,175,72,110745.0,Jagiellonia Białystok,37,Poland
7598,182867,Ó. Bagui,Ó. Bagui,Oscar Dalmiro Bagüí Angulo,,,31,172,66,,,57,Ecuador
7600,183122,B. Sævarsson,B. Sævarsson,Birkir Már Sævarsson,400000.0,7000.0,29,187,71,919.0,SK Brann,24,Iceland
7602,183289,S. Tüting,S. Tüting,Simon Tüting,450000.0,4000.0,27,188,84,110178.0,SV Sandhausen,21,Germany
7604,183479,K. van Diermen,K. van Diermen,Kevin van Diermen,475000.0,2000.0,24,190,81,1971.0,Excelsior,34,Netherlands
7607,183686,M. de Luna,M. de Luna,Mario Humberto De Luna Saucedo,525000.0,7000.0,26,180,79,110152.0,Puebla FC,83,Mexico
7608,183743,A. Blanco,A. Blanco,Alfonso Blanco Antúnez,525000.0,7000.0,26,182,70,110147.0,Pachuca,83,Mexico
7611,183905,L. Genest,L. Genest,Ludovic Genest,625000.0,4000.0,26,173,64,1812.0,US Créteil-Lusitanos,18,France
7612,184075,I. Haddad,I. Haddad,Ilias Haddad,500000.0,2000.0,25,187,81,100626.0,FC Dordrecht,34,Netherlands
7613,184183,S. Dewaest,S. Dewaest,Sébastien Dewaest,425000.0,5000.0,23,188,88,670.0,Royal Charleroi S.C.,7,Belgium
7614,184336,Koh Myong Jin,Koh Myong Jin,고명진 高明振,575000.0,10000.0,26,185,77,982.0,FC Seoul,167,South Korea
7615,184398,V. Hernández,V. Hernández,Víctor Hugo Hernández Oropeza,500000.0,7000.0,28,183,82,110150.0,Gallos Blancos de Querétaro,83,Mexico
7616,184423,R. Lecomte,R. Lecomte,Raphaël Lecomte,575000.0,7000.0,26,179,77,681.0,KVC Westerlo,18,France
7617,184489,Z. Hines,Z. Hines,Zavon Hines,575000.0,2000.0,25,178,78,373.0,Dagenham and Redbridge,14,England
7618,184515,N. Blackman,N. Blackman,Nick Alexander Blackman,550000.0,5000.0,24,188,74,1793.0,Reading,14,England
7619,184696,F. Santos,F. Santos,Flavio Jesús Santos Carrillo,600000.0,7000.0,27,175,68,110152.0,Puebla FC,83,Mexico
7621,184816,N. Daghfous,N. Daghfous,Nejmeddin Daghfous,550000.0,4000.0,27,178,79,550.0,VfR Aalen,21,Germany
7623,184935,A. Bouka Moutou,A. Bouka Moutou,Arnold Bouka Moutou,500000.0,5000.0,25,175,69,1530.0,Angers SCO,18,France
7626,185109,M. Sadlok,M. Sadlok,Maciej Sadlok,500000.0,7000.0,25,186,80,1873.0,Wisła Kraków,37,Poland
7627,185143,Romeu Ribeiro,Romeu Ribeiro,Romeu Oliveira Ribeiro,475000.0,5000.0,25,179,69,100741.0,FC Penafiel,38,Portugal
7630,186122,B. Webster,B. Webster,Byron Clark Webster,475000.0,7000.0,27,191,88,97.0,Millwall,14,England
7631,186147,G. Woods,G. Woods,Gary Woods,425000.0,5000.0,23,185,78,1958.0,Leyton Orient,14,England
7632,186156,L. Ayling,L. Ayling,Luke Ayling,375000.0,5000.0,22,183,72,1919.0,Bristol City,14,England
7633,186238,J. Kean,J. Kean,Jacob Kendall Kean,425000.0,2000.0,23,193,76,346.0,Yeovil Town,14,England
7634,186415,S. Andrist,S. Andrist,Stephan Andrist,575000.0,7000.0,26,176,68,434.0,FC Aarau,47,Switzerland
7635,186528,E. Avila,E. Avila,Eric Humberto Ávila,575000.0,7000.0,26,173,68,111070.0,Chivas USA,95,United States
7636,186551,F. Navarro,F. Navarro,Fernando Navarro Morán,500000.0,5000.0,25,165,62,110781.0,Club León,83,Mexico
7638,186722,F. Robert,F. Robert,Fabien Robert,625000.0,6000.0,25,174,63,217.0,FC Lorient,18,France
7642,186995,L. Silva,L. Silva,Luis Fernando Silva Ochoa,500000.0,5000.0,25,180,74,1028.0,Monarcas Morelia,83,Mexico
7643,187047,W. Moimbé,W. Moimbé,Wilfried Moimbé,500000.0,5000.0,25,173,65,378.0,Stade Brestois 29,18,France
7644,187077,F. Sears,F. Sears,Frederick David Sears,600000.0,6000.0,24,170,75,1935.0,Colchester United,14,England
7645,187083,K. Álvarez,K. Álvarez,Kristian Omar Álvarez Nuño,375000.0,8000.0,22,183,81,1880.0,Club Deportivo Guadalajara,83,Mexico
7646,187085,C. Ibáñez,C. Ibáñez,César Alberto Ibáñez Jiménez,375000.0,5000.0,22,171,65,110144.0,Santos Laguna,83,Mexico
7647,187176,Lee Yun Pyo,Lee Yun Pyo,이윤표 李云彪,400000.0,5000.0,29,184,79,110765.0,Incheon United FC,167,South Korea
7648,187215,A. Gallardo,A. Gallardo,Antonio Gallardo Palacios,475000.0,9000.0,25,180,74,1880.0,Club Deportivo Guadalajara,83,Mexico
7649,187239,P. Torres,P. Torres,Pablo Gabriel Torres,500000.0,9000.0,30,170,72,1878.0,Cruz Azul,52,Argentina
7650,187245,Ahn Jae Joon,Ahn Jae Joon,안재준 安宰俊,450000.0,7000.0,28,186,79,110765.0,Incheon United FC,167,South Korea
7651,187289,R. Nava,R. Nava,Raúl Nava López,550000.0,9000.0,23,185,83,1882.0,Deportivo Toluca,83,Mexico
7652,187353,K. Gastelum,K. Gastelum,Jorge Kalú Gastélum Ocampo,500000.0,7000.0,26,169,68,110150.0,Gallos Blancos de Querétaro,83,Mexico
7653,187361,M. Milanović,M. Milanović,Milan Milanović,425000.0,5000.0,23,194,83,1843.0,Palermo,51,Serbia
7654,187663,J. Escobar,J. Escobar,Juan Carlos Escobar Rodríguez,450000.0,6000.0,31,184,79,111723.0,Deportivo Pasto,56,Colombia
7656,187916,M. Olsson,M. Olsson,Marcus Jonas Munuhe Olsson,575000.0,7000.0,26,180,70,3.0,Blackburn Rovers,46,Sweden
7658,188131,N. Rnić,N. Rnić,Nemanja Rnić,400000.0,5000.0,29,179,73,111822.0,RZ Pellets Wolfsberger AC,51,Serbia
7659,188164,J. Baxter,J. Baxter,José Baxter,500000.0,5000.0,22,179,74,1794.0,Sheffield United,14,England
7663,188386,E. Butin,E. Butin,Édouard Butin,625000.0,7000.0,26,180,76,226.0,FC Sochaux-Montbéliard,18,France
7665,188536,S. Hanni,S. Hanni,Sofiane Hanni,550000.0,6000.0,23,179,73,110724.0,KV Mechelen,18,France
7669,188605,Sodinha,Sodinha,Felipe Diogo Sodinha Monteiro,625000.0,6000.0,25,180,87,190.0,Brescia,54,Brazil
7670,188689,I. N'Diaye,I. N'Diaye,Ismaïla N'Diaye,500000.0,7000.0,26,188,80,1750.0,KSV Cercle Brugge,136,Senegal
7671,188727,B. Poulain,B. Poulain,Benoît Guy Jean Poulain,525000.0,7000.0,26,186,80,100081.0,KV Kortrijk,18,France
7672,188772,P. Koch,P. Koch,Philippe Koch,425000.0,9000.0,23,180,76,894.0,FC Zürich,47,Switzerland
